,Year,Type,Area,Gender,Species
460,2015,Unprovoked,Abaco Islands,Female,White shark or oceanic whitetip shark
461,2015,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, 1.3 m"
462,2015,Unprovoked,Florida,Male,"""A small shark"""
463,2014,Unprovoked,New South Wales,Unrecorded Gender,2 m shark
464,2014,Unprovoked,Western Australia,Male,"White shark, 4 to 5 m"
465,2014,Sea Disaster,Non-Registered Area,Unrecorded Gender,Shark involvement prior to death still to be determined
466,2014,Arbitrary incident,KwaZulu-Natal,Unrecorded Gender,Shark involvement not confirmed & highly unlikely
467,2014,Unprovoked,California,Male,"White shark, 8' to 10'"
468,2014,Provoked,Victoria,Male,1.5 m shark
469,2014,Unprovoked,Non-Registered Area,Male,Goblin shark
470,2014,Unprovoked,Queensland,Male,Tiger shark
471,2014,Provoked,Granada,Male,Unidentified Species
472,2014,Unprovoked,Western Australia,Male,Unidentified Species
473,2014,Provoked,Cargados Carajos Shoals (St. Brandon),Male,Unidentified Species
474,2014,Boating,Western Australia,Male,White shark
475,2014,Boating,California,Unrecorded Gender,White shark
476,2014,Unprovoked,Florida,Male,2' shark
477,2014,Unprovoked,Hawaii,Male,1.5 m shark
478,2014,Unprovoked,New South Wales,Male,Unidentified Species
479,2014,Unprovoked,Florida,Male,Unidentified Species
480,2014,Unprovoked,Hawaii,Female,"Tiger shark, 12'"
481,2014,Provoked,New South Wales,Male,Unidentified Species
482,2014,Unprovoked,Hawaii,Female,Tiger shark
483,2014,Unprovoked,Hawaii,Male,Unidentified Species
484,2014,Boating,California,Female,Unidentified Species
485,2014,Unprovoked,Hawaii,Male,12' to 14' shark
486,2014,Unprovoked,New South Wales,Female,1 m shark
487,2014,Unprovoked,South Carolina,Female,"Bull shark, 3' to 4'"
488,2014,Unprovoked,Florida,Female,Unidentified Species
489,2014,Boating,Western Australia,Male,Unidentified Species
490,2014,Unprovoked,Florida,Male,Blacktip shark
491,2014,Unprovoked,Florida,Female,Unidentified Species
492,2014,Unprovoked,Florida,Male,Blacktip shark
493,2014,Boating,California,Male,"White shark, 18' to 20'"
494,2014,Boating,California,Male,White shark
495,2014,Unprovoked,California,Male,8' to 10' shark
496,2014,Unprovoked,Western Australia,Male,"2 white shark: 13' & 9""8"""
497,2014,Unprovoked,Florida,Male,Unidentified Species
498,2014,Unprovoked,Moorea,Female,Blacktip shark
499,2014,Arbitrary incident,California,Male,No shark involvement
500,2014,Unprovoked,New South Wales,Male,7' shark
501,2014,Unprovoked,Alabama,Male,Bull shark
502,2014,Boating,Massachusetts,Female,"White shark, 12' to 14'"
503,2014,Provoked,Florida,Male,3' to 4' shark
504,2014,Unprovoked,Catalonia,Male,Unidentified Species
505,2014,Unprovoked,Florida,Female,Spinner shark
506,2014,Unprovoked,Florida,Male,Spinner shark or blacktip shark
507,2014,Arbitrary incident,Florida,Unrecorded Gender,Shark involvement not confirmed
508,2014,Provoked,Maryland,Male,Unidentified Species
509,2014,Unprovoked,Alicante,Female,small shark
510,2014,Unprovoked,North Carolina,Male,4' to 6' shark
511,2014,Unprovoked,South Carolina,Female,Unidentified Species
512,2014,Provoked,Florida,Male,"Bull shark, 4.5' "
513,2014,Unprovoked,North Carolina,Unrecorded Gender,4' shark
514,2014,Unprovoked,Western Australia,Male,reef shark
515,2014,Unprovoked,Florida,Male," Bull shark, 8'"
516,2014,Unprovoked,Florida,Male,Unidentified Species
517,2014,Unprovoked,Non-Registered Area,Male,"Bull shark, 9' to 10'"
518,2014,Unprovoked,Florida,Female,Unidentified Species
519,2014,Unprovoked,Louisiana,Male," Bull shark, 5'"
520,2014,Unprovoked,South Carolina,Male,4' tp 5' shark
521,2014,Unprovoked,Florida,Female,Unidentified Species
522,2014,Unprovoked,Florida,Male,Unidentified Species
523,2014,Unprovoked,Florida,Male,Unidentified Species
524,2014,Unprovoked,Western Cape Province,Male,White shark
525,2014,Arbitrary incident,Non-Registered Area,Male,Shark involvement not confirmed
526,2014,Unprovoked,North Carolina,Male,Possibly juvenile tiger shark
527,2014,Unprovoked,Saint-Leu,Male,1.8 metre shark
528,2014,Unprovoked,Florida,Male,Unidentified Species
529,2014,Unprovoked,Canary Islands,Unrecorded Gender,Angel shark
530,2014,Unprovoked,Hawaii,Male,6' to 8' shark
531,2014,Unprovoked,Florida,Male,4' shark
532,2014,Arbitrary incident,West End,Male,Shark involvement not confirmed
533,2014,Unprovoked,North Carolina,Male,Unidentified Species
534,2014,Unprovoked,Florida,Male,Unidentified Species
535,2014,Provoked,California,Male," White shark, 7' "
536,2014,Unprovoked,California,Male,Unidentified Species
537,2014,Unprovoked,South Carolina,Male,4' to 5' shark
538,2014,Boat,Non-Registered Area,Male,Oceanic whitetip shark'
539,2014,Unprovoked,Abaco Islands,Male,"Caribbean reef shark, 7' to 8'"
540,2014,Unprovoked,South Australia,Male,Unidentified Species
541,2014,Unprovoked,South Australia,Male,Unidentified Species
542,2014,Provoked,Western Australia,Male," Lemon shark, 3.5 m"
543,2014,Unprovoked,Non-Registered Area,Male,Unidentified Species
544,2014,Unprovoked,Delaware,Male," Sandbar shark, 3' to 4'"
545,2014,Unprovoked,South Australia,Male,"Bronze whaler shark, 1.5m"
546,2014,Unprovoked,Atsumi peninsula,Male,Unidentified Species
547,2014,Unprovoked,Texas,Female,Unidentified Species
548,2014,Unprovoked,Florida,Female,Bull shark
549,2014,Unprovoked,New South Wales,Male,Unidentified Species
550,2014,Unprovoked,Palmyra Atoll,Female,Blacktip Reef shark 
551,2014,Unprovoked,Queensland,Female," Bull shark, 1.2m "
552,2014,Unprovoked,Wallis and Futuna,Male,3m shark
553,2014,Provoked,New South Wales,Male," Tawney nurse shark, 1m"
554,2014,Unprovoked,Florida,Female,Unidentified Species
555,2014,Unprovoked,South Australia,Male," white shark, 15' "
556,2014,Unprovoked,Florida,Female,Unidentified Species
557,2014,Unprovoked,Georgia,Male,Shark involvement not confirmed
558,2014,Arbitrary incident,Florida,Male,No shark involvement
559,2014,Unprovoked,South Carolina,Female,4' to 5' shark
560,2014,Unprovoked,Western Cape Province,Unrecorded Gender,Cow shark
561,2014,Unprovoked,Florida,Male,3' shark
562,2014,Unprovoked,Western Australia,Male,reef shark?
563,2014,Unprovoked,Florida,M ,Unidentified Species
564,2014,Unprovoked,Florida,Male,Unidentified Species
565,2014,Boat,Non-Registered Area,Unrecorded Gender,White shark
566,2014,Provoked,Eastern Cape Province,Male," Raggedtooth shark, 2m"
567,2014,Unprovoked,Florida,Male,Unidentified Species
568,2014,Unprovoked,Florida,Male,Unidentified Species
569,2014,Unprovoked,New South Wales,Female,3 m to 4 m white shark
570,2014,Arbitrary incident,Western Australia,Male,Shark involvement prior to death not confirmed
571,2014,Unprovoked,Eastern Cape Province,Male,2 m shark
572,2014,Unprovoked,Florida,Male,4' to 5' shark
573,2014,Unprovoked,Florida,Male,Unidentified Species
574,2014,Unprovoked,Baie de Sainte-Marie,Male,Unidentified Species
575,2014,Unprovoked,Victoria,Male,Unidentified Species
576,2014,Arbitrary incident,New South Wales,Female,No shark involvement
577,2014,Unprovoked,New South Wales,Male,Wobbegong shark
579,2014,Unprovoked,Florida,Male,Blacktip or spinner shark?
580,2014,Unprovoked,Society Islands,Male,Blacktip reef shark 
581,2014,Boating,Non-Registered Area,Male,Unidentified Species
582,2014,Unprovoked,South Australia,Male,Unidentified Species
583,2014,Provoked,Trinidad,Male,Unidentified Species
584,2014,Unprovoked,South Island,Male,7-gill shark?
585,2014,Provoked,New South Wales,Male,1m shark
586,2014,Unprovoked,South Island,Male,7-gill shark
587,2014,Sea Disaster,Okinawa Prefecture,Male,Unidentified Species
588,2014,Unprovoked,Hawaii,Male,Oceanic whitetip shark
589,2014,Boating,Non-Registered Area,Unrecorded Gender,"White shark, 6 m"
590,2013,Unprovoked,North Province,Male,Reported to involve a bull shark
591,2013,Unprovoked,Western Cape Province,Male,"White shark, 3m "
592,2013,Unprovoked,740 miles SE of Tarawa Atoll,Male,Unidentified Species
593,2013,Unprovoked,Hawaii,Male,"Tiger shark, 10' to 12'"
594,2013,Unprovoked,Florida,Male,4' to 6' shark
595,2013,Unprovoked,New South Wales,Male," Wobbegong shark, 1.6 to 1.8m "
596,2013,Unprovoked,Hawaii,Male,Unidentified Species
597,2013,Unprovoked,New South Wales,Male,"Tiger shark, 3m "
598,2013,Unprovoked,Hawaii,Female,Unidentified Species
599,2013,Unprovoked,Western Australia,Male,Thought to involve a white shark
600,2013,Unprovoked,Oregon,Male,"White shark, 10 '"
601,2013,Unprovoked,Western Australia,Male,Reported to involve a white shark
602,2013,Provoked,Non-Registered Area,Male,Unidentified Species
603,2013,Unprovoked,New Jersey,Male,Unidentified Species
604,2013,Unprovoked,Florida,Male,Unidentified Species
605,2013,Unprovoked,Hawaii,Male,Tiger shark
606,2013,Unprovoked,Western Australia,Female,"Blacktip reef shark, 1m"
607,2013,Unprovoked,d��tang-Sal�,Male,Thought to involve a bull shark
608,2013,Unprovoked,Western Australia,Male,Reported to involve a 4 m white shark
609,2013,Unprovoked,New South Wales,Male,Wobbegong shark
610,2013,Unprovoked,Hawaii,Male,"Whitetip reef shark, 4' to 6'"
611,2013,Unprovoked,Hawaii,Male,Tiger shark
612,2013,Unprovoked,Florida,Male,Nurse shark?
613,2013,Unprovoked,Eastern Cape Province,Male,White shark
614,2013,Unprovoked,Western Australia,Male,White shark
615,2013,Unprovoked,California,Male,"White shark, 8' to 10'"
616,2013,Unprovoked,Florida,Male,Small bull shark
617,2013,Unprovoked,Florida,Male,Unidentified Species
618,2013,Unprovoked,Southern District,Male,Unidentified Species
619,2013,Unprovoked,Florida,Male,Unidentified Species
620,2013,Unprovoked,Florida,Male,Unidentified Species
621,2013,Unprovoked,Florida,Male,Unidentified Species
622,2013,Unprovoked,Florida,Male,Bull shark
623,2013,Unprovoked,Florida,Female,3' shark
624,2013,Unprovoked,South Carolina,Female,Unidentified Species
625,2013,Provoked,Florida,Male,3' shark
626,2013,Unprovoked,Florida,Male,3' shark
627,2013,Unprovoked,Florida,Male,Unidentified Species
628,2013,Provoked,Florida,Male,Nurse shark
629,2013,Unprovoked,Non-Registered Area,Male,Unidentified Species
630,2013,Unprovoked,Florida,Male,4' shark
631,2013,Unprovoked,Non-Registered Area,Male,Blacktip shark
632,2013,Unprovoked,California,Male,Salmon shark
633,2013,Arbitrary incident,California,Female,No shark involvement
634,2013,Provoked,Bay of Biscay,Male,"Mako shark, 5'"
635,2013,Unprovoked,Florida,Female,Unidentified Species
636,2013,Unprovoked,New South Wales,Male,Unidentified Species
637,2013,Unprovoked,Hawaii,Male,Unidentified Species
638,2013,Unprovoked,California,Female,White shark
639,2013,Unprovoked,Hawaii,Female,Tiger shark?
640,2013,Unprovoked,Hawaii,Female,Unidentified Species
641,2013,Unprovoked,South Carolina,Male,"Bull shark, 8'"
642,2013,Unprovoked,Non-Registered Area,Male,Blacktip shark
643,2013,Unprovoked,Florida,Male,"Bull shark, 6' to 8'"
644,2013,Unprovoked,Hawaii,Female,Unidentified Species
645,2013,Unprovoked,South Carolina,Male,Unidentified Species
646,2013,Unprovoked,Abaco Islands,Male,6' shark
647,2013,Unprovoked,Quintana Roo,Female,Unidentified Species
648,2013,Unprovoked,Hawaii,Male,"Tiger shark, 8' to 10' "
649,2013,Unprovoked,Exuma Islands,Male,Nurse shark
650,2013,Unprovoked,Abaco Islands,Male,Unidentified Species
651,2013,Unprovoked,Pernambuco,Female,Unidentified Species
652,2013,Unprovoked,Alabama,Female,Unidentified Species
653,2013,Unprovoked,Florida,Male,Unidentified Species
654,2013,Unprovoked,Saint-Paul,Female,Unidentified Species
655,2013,Unprovoked,Non-Registered Area,Male,Unidentified Species
656,2013,Unprovoked,North Carolina,Female,Unidentified Species
657,2013,Arbitrary incident,Catalonia,Male,Shark involvement not confirmed
658,2013,Unprovoked,Victoria,Male,Unidentified Species
659,2013,Unprovoked,Taitung ,Male,Unidentified Species
660,2013,Arbitrary incident,Kingston Parish,Male,Shark involvement prior to death not confirmed
661,2013,Boating,California,Male,White shark
662,2013,Unprovoked,Florida,Male,"Possibly a Bull shark, 3'"
663,2013,Unprovoked,South Carolina,Male,4' to 5' shark
664,2013,Unprovoked,Hawaii,Male,"Tiger shark, 14'"
665,2013,Unprovoked,Texas,Male,Unidentified Species
666,2013,Unprovoked,Eastern Cape Province,Male,Unidentified Species
667,2013,Unprovoked,Florida,Female,Unidentified Species
668,2013,Unprovoked,South Carolina,Female,4' to 5' shark
669,2013,Provoked,Florida,Male,"Lemon shark, 4'"
670,2013,Unprovoked,New South Wales,Male,6' shark
671,2013,Unprovoked,Hawaii,Male,Galapagos shark
672,2013,Unprovoked,Florida,Male,Unidentified Species
673,2013,Unprovoked,Pernambuco,Male,Unidentified Species
674,2013,Provoked,Non-Registered Area,Male,Unidentified Species
675,2013,Unprovoked,Santa Cruz Island,Male,Galapagos shark
677,2013,Unprovoked,Saint-Gilles,Male,Bull shark
678,2013,Unprovoked,Florida,Male,a small shark
679,2013,Provoked,New South Wales,Male,"Wobbegong, 2m"
680,2013,Unprovoked,Quintana Roo,Female,Tiger shark
681,2013,Unprovoked,New South Wales,Male,"Grey nurse shark, 3m"
682,2013,Unprovoked,Florida,Male,3' shark
683,2013,Unprovoked,Western Cape Province,Male,Blue shark
684,2013,Unprovoked,Florida,Male,Bull shark
685,2013,Unprovoked,Non-Registered Area,Male,Unidentified Species
686,2013,Unprovoked,Tuamotus,Male,Possibly a blacktip reef shark
687,2013,Unprovoked,Florida,Male,Unidentified Species
688,2013,Arbitrary incident,Western Australia,Male,shark involvement not confirmed
689,2013,Unprovoked,Hawaii,Male,4' shark
690,2013,Arbitrary incident,New South Wales,Male,No shark involvement
691,2013,Unprovoked,Non-Registered Area,Male,Unidentified Species
692,2013,Unprovoked,Non-Registered Area,Female,Nurse shark
693,2013,Unprovoked,Eleuthera,Male,Unidentified Species
694,2013,Provoked,Western Cape Province,Male,"Raggedtooth shark, 1.5 m"
695,2013,Unprovoked,Western Cape Province,Male,Unidentified Species
696,2013,Unprovoked,St. Catherine,Male,"Tiger shark, 4.8 m"
697,2013,Unprovoked,Western Australia,Male,"Bronze whaler shark, 2.5m"
698,2013,Unprovoked,Palawan,Male,"""small sharks"""
699,2013,Unprovoked,Eastern Cape Province,Male,Unidentified Species
700,2013,Unprovoked,North Island,Male,"White shark, 4m"
701,2013,Unprovoked,Hawaii,Unrecorded Gender,reef shark?
702,2013,Unprovoked,Hawaii,Male,reef shark?
703,2013,Unprovoked,Florida,Male,"Blacktip shark, 4' to 5'"
704,2013,Unprovoked,Society Islands,Male,Lemon shark
705,2013,Unprovoked,Kingston Parish,Male,Unidentified Species
706,2013,Boat,Victoria,Male,"White shark, 5m"
707,2013,Unprovoked,Queensland,Male,Unidentified Species
708,2013,Arbitrary incident,Queensland,Male,Unidentified Species
709,2013,Unprovoked,Hawaii,Male,"Tiger shark, 15'"
710,2013,Unprovoked,Mercury Islands,Male,"Bronze whaler shark, 3m"
711,2013,Unprovoked,Western Australia,Male,Unidentified Species
712,2012,Unprovoked,Florida,Male,Unidentified Species
713,2012,Unprovoked,New South Wales,Male,2.5 m shark
714,2012,Unprovoked,New South Wales,Male,"Bull shark, 2m "
715,2012,Unprovoked,Eastern Cape Province,Male,Tiger shark
716,2012,Unprovoked,Western Australia,Male,"Tiger shark, 6'"
717,2012,Unprovoked,Hawaii,Male,10' shark
718,2012,Unprovoked,New South Wales,Male,Sandtiger shark
719,2012,Unprovoked,South Island,Female,Seven-gill shark
720,2012,Unprovoked,Hawaii,Male,"Tiger shark, 10'"
721,2012,Arbitrary incident,Queensland,Male,No shark involvement
722,2012,Unprovoked,Sinaloa,Male,2.5 m shark
723,2012,Unprovoked,Florida,Male,2' to 3' shark
724,2012,Unprovoked,Hawaii,Male,"Tiger shark, 15'"
725,2012,Unprovoked,Hawaii,Male,"Tiger shark, 8'"
726,2012,Unprovoked,California,Male,White shark
727,2012,Unprovoked,Hawaii,Female,"Tiger shark, 10' to 12' "
728,2012,Unprovoked,California,Male,"White shark, 15' to 16' "
729,2012,Unprovoked,Florida,Female,Unidentified Species
730,2012,Unprovoked,Florida,Male,Unidentified Species
731,2012,Unprovoked,Hawaii,Male,6' to 8' shark
732,2012,Arbitrary incident,Florida,Male,Shark involvement not confirmed
733,2012,Unprovoked,Delta,Female,Unidentified Species
734,2012,Unprovoked,California,Male,Unidentified Species
735,2012,Unprovoked,Western Australia,Male,2m shark
736,2012,Unprovoked,Florida,Male,5' shark
737,2012,Unprovoked,Florida,Male,4' shark
738,2012,Unprovoked,Florida,Male,Unidentified Species
739,2012,Unprovoked,Vava'u,Female,Possibly a 3 m bull shark
740,2012,Unprovoked,Florida,Unrecorded Gender,Unidentified Species
741,2012,Unprovoked,Florida,Male,Unidentified Species
742,2012,Unprovoked,Florida,Male,Unidentified Species
743,2012,Unprovoked,Florida,Male,Unidentified Species
744,2012,Unprovoked,Florida,Male,Unidentified Species
745,2012,Unprovoked,Florida,Male,Unidentified Species
746,2012,Unprovoked,Florida,Female,3.5' to 4' shark
747,2012,Provoked,Hawaii,Unrecorded Gender,"Tiger shark, 10' to 12' "
748,2012,Unprovoked,Florida,Female,3.5' to 4' shark
749,2012,Provoked,Inner Hebrides,Male,"Porbeagle shark, 7'"
750,2012,Unprovoked,Western Australia,Male,Unidentified Species
751,2012,Unprovoked,Pernambuco,Male,Unidentified Species
752,2012,Unprovoked,Alabama,Male,Unidentified Species
753,2012,Boating,Western Australia,Unrecorded Gender,4.5 m shark
754,2012,Unprovoked,Florida,Male,"Lemon shark, 4' to 5' "
755,2012,Unprovoked,Saint Leu,Male,Bull shark
756,2012,Unprovoked,Tuamotus,Male,"Lemon shark, 2.5m to 3m "
757,2012,Unprovoked,California,Male,Unidentified Species
758,2012,Unprovoked,South Australia,Male,White shark or bronze whaler
759,2012,Unprovoked,Hawaii,Male,Unidentified Species
760,2012,Unprovoked,Massachusetts,Male,Thought to involve a white shark
761,2012,Arbitrary incident,North Carolina,Male,Shark involvement not confirmed
762,2012,Unprovoked,Trois-Bassins,Male,Unidentified Species
763,2012,Arbitrary incident,Trinidad,Male,Unidentified Species
764,2012,Arbitrary incident,British Colombia,Female,"Salmon shark suspected, but unlikely"
765,2012,Unprovoked,Western Australia,Male,"White shark, 5m"
766,2012,Unprovoked,North Carolina,Female,Unidentified Species
767,2012,Unprovoked,Eleuthera,Male,Unidentified Species
768,2012,Arbitrary incident,Victoria,Female,Unidentified Species
769,2012,Boating,California,Male,14' to 18'shark
770,2012,Unprovoked,Western Cape Province,Male,15' shark
771,2012,Arbitrary incident,Non-Registered Area,Unrecorded Gender,No shark involvement
772,2012,Unprovoked,Florida,Male,possibly a bull shark
773,2012,Unprovoked,Florida,Male,Unidentified Species
774,2012,Unprovoked,Hawaii,Female,a small reef shark
