,Employed foreigners,Employed nationals,Unemployed foreigners,Unemployed nationals,Year,Country,Active nationals,Active foreigners,Active population,Unemployed population,Employed population,Unemployment rate total,Unemployment rate nationals,Unemployment rate foreigners,Change Active population,Change Active nationals,Change Active foreigners,Change Unemployed population,Change Unemployed nationals,Change Unemployed foreigners,Change Employed population,Change Employed nationals,Change Employed foreigners,Net increase active foreigners as % of last year active population
2018Germany (until 1990 former territory of the FRG),10002.9,71268.6,808.1999999999999,2108.4,2018,Germany (until 1990 former territory of the FRG),73377.0,10811.1,84188.1,2916.6,81271.5,0.03464385109059356,0.028733799419436608,0.07475650026361794,0.9000000000087311,-733.3999999999942,734.3000000000011,-307.4000000000001,-294.7999999999997,-12.600000000000023,308.3000000000029,-438.59999999999127,746.8999999999996,0.008722228557310389
2018Greece,401.5,7098.8,147.8,1663.6,2018,Greece,8762.4,549.3,9311.699999999999,1811.3999999999999,7500.3,0.19452946293372855,0.18985666027572354,0.26906972510467875,-85.5,-55.79999999999927,-29.700000000000045,-223.10000000000014,-209.70000000000005,-13.399999999999977,137.60000000000036,153.90000000000055,-16.30000000000001,-0.003160515898352706
2018Hungary,51.4,8769.9,0.0,340.4,2018,Hungary,9110.3,51.4,9161.699999999999,340.4,8821.3,0.03715467653383106,0.03736430194395355,0.0,33.19999999999891,25.399999999999636,7.800000000000004,-41.200000000000045,-41.200000000000045,0.0,74.39999999999964,66.60000000000036,7.800000000000004,0.0008544667798652577
2018Iceland,20.4,354.8,0.6,9.4,2018,Iceland,364.2,21.0,385.2,10.0,375.2,0.02596053997923157,0.02580999450851181,0.02857142857142857,8.5,7.0,1.5,-0.1999999999999993,-0.7999999999999989,0.6,8.699999999999989,7.800000000000011,0.8999999999999986,0.003981948500132732
2018Ireland,724.0,3634.5,54.1,218.60000000000002,2018,Ireland,3853.1,778.1,4631.2,272.70000000000005,4358.5,0.05888322680946624,0.05673353922815396,0.06952833825986376,78.69999999999982,24.09999999999991,54.60000000000002,-40.599999999999966,-40.39999999999998,-0.20000000000000284,119.30000000000018,64.5,54.799999999999955,0.011993410214168044
2018Italy,4835.0,40336.4,794.2,4688.8,2018,Italy,45025.200000000004,5629.2,50654.4,5483.0,45171.4,0.10824331153858302,0.10413723870188249,0.1410857670716976,-24.89999999999418,-74.09999999999127,49.19999999999982,-309.10000000000036,-298.10000000000036,-11.0,284.20000000000437,224.00000000000728,60.19999999999982,0.0009708105676281998
2018Latvia,198.4,1546.8,25.4,117.9,2018,Latvia,1664.7,223.8,1888.5,143.3,1745.2,0.0758803283028859,0.0708235718147414,0.1134941912421805,-1.699999999999818,2.1000000000001364,-3.799999999999983,-25.299999999999983,-23.299999999999983,-2.0,23.600000000000136,25.40000000000009,-1.799999999999983,-0.0020103692730927855
2018Lithuania,20.200000000000003,2627.2,0.0,177.8,2018,Lithuania,2805.0,20.200000000000003,2825.2,177.8,2647.3999999999996,0.06293359762140734,0.06338680926916221,0.0,9.099999999999454,4.699999999999818,4.400000000000004,-27.099999999999994,-27.099999999999994,0.0,36.19999999999936,31.799999999999727,4.400000000000004,0.0015624445154646509
2018Luxembourg,301.6,255.0,21.2,11.8,2018,Luxembourg,266.8,322.8,589.6,33.0,556.6,0.05597014925373134,0.04422788605697151,0.06567534076827757,18.300000000000068,4.899999999999977,13.400000000000034,1.5,1.700000000000001,-0.1999999999999993,16.800000000000068,3.1999999999999886,13.600000000000023,0.023455277437423483
2018Malta,97.60000000000001,371.20000000000005,5.3999999999999995,12.8,2018,Malta,384.00000000000006,103.00000000000001,487.00000000000006,18.2,468.80000000000007,0.037371663244353176,0.03333333333333333,0.052427184466019405,35.200000000000045,11.000000000000057,24.200000000000017,-0.1999999999999993,-1.3999999999999986,1.1999999999999993,35.40000000000009,12.400000000000034,23.000000000000014,0.05356352368304563
2018Montenegro,18.4,444.0,0.0,83.4,2018,Montenegro,527.4,18.4,545.8,83.4,462.4,0.15280322462440457,0.15813424345847557,0.0,12.299999999999955,9.399999999999977,2.9000000000000004,-2.1999999999999886,-2.1999999999999886,0.0,14.5,11.600000000000023,2.9000000000000004,0.0054358013120899724
2018Netherlands,818.8000000000001,16095.0,63.400000000000006,605.9,2018,Netherlands,16700.9,882.2,17583.100000000002,669.3,16913.8,0.038064960103735966,0.03627948194408684,0.07186579007027885,154.4000000000051,91.00000000000364,63.39999999999998,-174.30000000000007,-170.70000000000005,-3.5999999999999943,328.7000000000007,261.7000000000007,67.0,0.0036376780827026677
2018North Macedonia,0.0,1495.1999999999998,0.0,396.4,2018,North Macedonia,1891.6,0.0,1891.6,396.4,1495.1999999999998,0.20955804609854092,0.20955804609854092,,-0.40000000000009095,0.3999999999998636,-0.8,-29.80000000000001,-29.80000000000001,0.0,29.399999999999864,30.199999999999818,-0.8,-0.0004228329809725159
2018Norway,595.0,4576.299999999999,55.0,155.4,2018,Norway,4731.699999999999,650.0,5381.699999999999,210.4,5171.299999999999,0.03909545310961221,0.032842318828328096,0.08461538461538462,55.79999999999836,-98.70000000000164,154.49999999999994,-16.900000000000006,-25.900000000000006,9.0,72.69999999999891,-72.80000000000109,145.49999999999994,0.029009181546780814
2018Poland,197.2,32069.6,5.7,1301.5,2018,Poland,33371.1,202.89999999999998,33574.0,1307.2,32266.8,0.03893489009352475,0.03900081207991346,0.02809265648102514,-257.29999999999563,-307.6999999999971,50.39999999999998,-366.5999999999997,-365.6999999999998,-0.8999999999999995,109.29999999999927,58.0,51.29999999999998,0.001489744703868902
2018Portugal,242.60000000000002,8987.4,31.1,691.4000000000001,2018,Portugal,9678.8,273.70000000000005,9952.5,722.5000000000001,9230.0,0.07259482542074856,0.07143447534818367,0.11362805991962001,8.399999999999636,-17.100000000000364,25.500000000000057,-190.79999999999984,-187.69999999999982,-3.1000000000000014,199.20000000000073,170.60000000000036,28.600000000000023,0.0025643346305849754
2018Romania,17.1,16744.300000000003,0.0,757.6,2018,Romania,17501.9,17.1,17519.0,757.6,16761.4,0.043244477424510534,0.04328672886943703,0.0,-96.0,-105.59999999999854,9.600000000000001,-138.39999999999998,-138.39999999999998,0.0,42.400000000001455,32.80000000000291,9.600000000000001,0.0005449900652852683
2018Serbia,12.4,5358.4,0.0,820.3,2018,Serbia,6178.7,12.4,6191.099999999999,820.3,5370.799999999999,0.13249664841465975,0.13276255523006458,0.0,31.19999999999891,30.49999999999909,0.7000000000000011,-43.80000000000018,-42.100000000000136,-1.7,74.99999999999909,72.59999999999945,2.4000000000000004,0.0001136382084124744
2018Slovakia,11.5,5053.0,0.0,356.8,2018,Slovakia,5409.8,11.5,5421.3,356.8,5064.5,0.06581447254348588,0.0659543790898,0.0,-28.699999999999818,-24.0,-4.699999999999999,-88.99999999999994,-88.99999999999994,0.0,60.30000000000018,65.0,-4.699999999999999,-0.0008623853211009172
2018Slovenia,92.6,1831.2,7.6,98.0,2018,Slovenia,1929.2,100.19999999999999,2029.4,105.6,1923.8,0.052035084261358035,0.05079825834542816,0.07584830339321358,7.600000000000136,-0.3999999999998636,8.0,-29.200000000000017,-28.400000000000006,-0.7999999999999989,36.80000000000018,28.000000000000227,8.799999999999997,0.003956870115738451
2018Spain,4379.2,33893.5,1226.0,5714.400000000001,2018,Spain,39607.9,5605.2,45213.1,6940.400000000001,38272.7,0.15350418352203235,0.14427424831914845,0.2187254692071648,96.99999999999272,-77.30000000000291,174.30000000000018,-878.5999999999995,-807.8999999999996,-70.69999999999982,975.5999999999985,730.5999999999985,245.0,0.003863365849441777
2018Sweden,681.4000000000001,9123.2,182.5,487.2,2018,Sweden,9610.400000000001,863.9000000000001,10474.300000000001,669.7,9804.6,0.06393744689382584,0.05069508032964288,0.21125130223405483,120.10000000000036,49.30000000000109,70.80000000000007,-29.0,-42.900000000000034,13.900000000000006,149.10000000000036,92.20000000000073,56.90000000000009,0.006837804948716469
2018Switzerland,2382.8,6595.8,214.6,245.39999999999998,2018,Switzerland,6841.2,2597.4,9438.6,460.0,8978.6,0.048736041362066405,0.03587089984213296,0.08262108262108261,64.5,19.199999999999818,45.30000000000018,-5.300000000000011,-6.000000000000028,0.6999999999999886,69.80000000000109,25.199999999999818,44.600000000000364,0.004832463916536006
2018Turkey,0.0,0.0,0.0,0.0,2018,Turkey,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018United Kingdom,6976.2,55246.0,337.6,2322.2,2018,United Kingdom,57568.2,7313.8,64882.0,2659.7999999999997,62222.2,0.04099442064054745,0.04033824229348842,0.046159315267029453,452.3000000000029,522.3000000000029,-70.0,-199.20000000000027,-145.0,-54.19999999999999,651.5,667.3000000000029,-15.800000000000182,-0.00108645547007048
2019Austria,1398.2,7162.1,140.0,268.2,2019,Austria,7430.3,1538.2,8968.5,408.2,8560.300000000001,0.04551485755700507,0.03609544702098166,0.09101547263034715,47.400000000001455,21.00000000000091,26.40000000000009,-30.80000000000001,-20.0,-10.800000000000011,78.20000000000255,41.00000000000091,37.200000000000045,0.0029592763224266174
2019Belgium,1021.4,8516.6,119.0,426.20000000000005,2019,Belgium,8942.800000000001,1140.4,10083.2,545.2,9538.0,0.05407013646461441,0.04765845149170282,0.10434935110487548,86.60000000000036,76.20000000000073,10.400000000000091,-54.59999999999991,-34.799999999999955,-19.80000000000001,141.1999999999989,111.0,30.200000000000045,0.001040353720264899
2019Bulgaria,7.300000000000001,6263.3,0.0,280.0,2019,Bulgaria,6543.3,7.300000000000001,6550.6,280.0,6270.6,0.04274417610600555,0.042791863432824415,0.0,73.5,75.39999999999964,-1.8999999999999986,-61.200000000000045,-61.200000000000045,0.0,134.69999999999982,136.59999999999945,-1.8999999999999986,-0.0002933411557641535
2019Croatia,10.2,3289.0,0.0,236.0,2019,Croatia,3525.0,10.2,3535.2,236.0,3299.2,0.0667571848834578,0.06695035460992908,0.0,-27.800000000000182,-23.300000000000182,-4.5,-67.10000000000002,-66.0,-1.1,39.29999999999973,42.69999999999982,-3.4000000000000004,-0.0012629806342969408
2019Cyprus,171.0,636.0,11.0,52.0,2019,Cyprus,688.0,182.0,870.0,63.0,807.0,0.07241379310344828,0.0755813953488372,0.06043956043956044,17.59999999999991,-1.8000000000000682,19.400000000000006,-10.099999999999994,-7.5,-2.6000000000000014,27.699999999999932,5.699999999999932,22.0,0.022759267949319574
2019Czechia,278.4,10023.6,6.9,209.70000000000002,2019,Czechia,10233.300000000001,285.29999999999995,10518.6,216.60000000000002,10302.0,0.0205920940049056,0.02049192342646067,0.02418506834910621,-15.699999999998909,-29.69999999999891,13.999999999999943,-23.99999999999997,-25.299999999999983,1.3000000000000007,8.299999999999272,-4.399999999999636,12.699999999999989,0.0013289919595986391
2019Denmark,378.6,5171.200000000001,38.0,262.29999999999995,2019,Denmark,5433.500000000001,416.6,5850.100000000001,300.29999999999995,5549.800000000001,0.05133245585545544,0.04827459280390171,0.09121459433509362,76.10000000000036,77.60000000000036,-1.4999999999999432,-1.7000000000000455,9.499999999999943,-11.200000000000003,77.80000000000109,68.10000000000036,9.700000000000045,-0.0002597852441981197
2019Estonia,180.0,1088.2,14.200000000000001,46.599999999999994,2019,Estonia,1134.8,194.2,1329.0,60.8,1268.2,0.04574868322046651,0.04106450475854776,0.07312049433573636,-3.900000000000091,-2.5000000000002274,-1.4000000000000057,-11.600000000000009,-6.800000000000004,-4.799999999999999,7.7000000000000455,4.2999999999999545,3.4000000000000057,-0.0010503413609423105
2019Euro area - 19 countries  (from 2015),29646.600000000002,266698.6,4049.0999999999995,20586.8,2019,Euro area - 19 countries  (from 2015),287285.39999999997,33695.700000000004,320981.1,24635.899999999998,296345.19999999995,0.076751871060321,0.07165975019962728,0.12016666815053549,1100.899999999965,-94.60000000003492,1195.5000000000036,-1932.5000000000036,-1773.4000000000015,-159.10000000000036,3033.399999999965,1678.7999999999884,1354.6000000000022,0.0037373366654141257
2019European Union - 15 countries (1995-2004),37212.4,323323.4,4565.200000000001,22743.1,2019,European Union - 15 countries (1995-2004),346066.5,41777.600000000006,387844.1,27308.3,360535.80000000005,0.07041050772720277,0.06571887195091117,0.10927386925050746,1675.0999999999767,171.29999999998836,1503.8000000000102,-1941.6000000000022,-1803.300000000003,-138.29999999999927,3616.70000000007,1974.600000000035,1642.1000000000058,0.0038941499706087496
2019European Union - 27 countries (from 2020),31388.300000000003,358117.69999999995,4306.3,24225.2,2019,European Union - 27 countries (from 2020),382342.89999999997,35694.600000000006,418037.5,28531.5,389505.99999999994,0.06825105403223396,0.06335987931252288,0.1206428983655791,1064.9000000000233,-265.70000000001164,1330.6000000000058,-2309.9000000000015,-2152.600000000002,-157.30000000000018,3374.79999999993,1886.899999999965,1487.900000000005,0.003191096968961524
2019European Union - 28 countries (2013-2020),38614.1,413656.4,4648.5,26380.7,2019,European Union - 28 countries (2013-2020),440037.10000000003,43262.6,483299.7,31029.2,452270.5,0.06420281245777723,0.05995108139745489,0.10744846588046027,1444.9000000000233,-139.89999999996508,1584.800000000003,-2471.9999999999964,-2319.2999999999993,-152.69999999999982,3916.9000000000233,2179.4000000000233,1737.5,0.0032889575863932516
2019Finland,175.2,4795.2,25.2,339.1,2019,Finland,5134.3,200.39999999999998,5334.7,364.3,4970.4,0.06828875100755431,0.0660460043238611,0.125748502994012,7.099999999999454,-3.0,10.099999999999966,-36.599999999999966,-30.899999999999977,-5.699999999999999,43.69999999999982,27.899999999999636,15.799999999999983,0.0018957879720699687
2019France,3391.2,50071.399999999994,600.0,4380.9,2019,France,54452.299999999996,3991.2,58443.49999999999,4980.9,53462.59999999999,0.08522590193948001,0.08045390185538535,0.15033072760072158,-226.20000000001164,-223.00000000000728,-3.2000000000007276,-348.8000000000002,-281.0,-67.79999999999995,122.59999999999127,57.999999999992724,64.59999999999945,-5.454263444334516e-05
2019Germany (until 1990 former territory of the FRG),10455.0,71666.8,777.1999999999999,1949.6,2019,Germany (until 1990 former territory of the FRG),73616.40000000001,11232.2,84848.6,2726.7999999999997,82121.8,0.03213724209945715,0.026483229280432074,0.06919392460960452,660.5,239.40000000000873,421.10000000000036,-189.80000000000018,-158.80000000000018,-31.0,850.3000000000029,398.1999999999971,452.10000000000036,0.005001894567046891
2019Greece,450.0,7197.4,162.5,1456.2,2019,Greece,8653.6,612.5,9266.1,1618.7,7647.4,0.17469053863006012,0.168276786539706,0.2653061224489796,-45.599999999998545,-108.79999999999927,63.200000000000045,-192.69999999999982,-207.39999999999986,14.699999999999989,147.09999999999945,98.59999999999945,48.5,0.006787160239268883
2019Hungary,72.89999999999999,8799.2,0.0,314.1,2019,Hungary,9113.300000000001,72.89999999999999,9186.2,314.1,8872.1,0.03419259323768261,0.03446610997114108,0.0,24.50000000000182,3.000000000001819,21.499999999999993,-26.299999999999955,-26.299999999999955,0.0,50.80000000000109,29.30000000000109,21.499999999999993,0.002346726044293089
2019Iceland,21.0,360.4,0.6,13.2,2019,Iceland,373.59999999999997,21.6,395.2,13.799999999999999,381.4,0.03491902834008097,0.035331905781584586,0.027777777777777776,10.0,9.399999999999977,0.6000000000000014,3.799999999999999,3.799999999999999,0.0,6.199999999999989,5.599999999999966,0.6000000000000014,0.0015576323987538977
2019Ireland,760.8,3715.2,46.2,193.29999999999998,2019,Ireland,3908.5,807.0,4715.5,239.5,4476.0,0.050789948043685716,0.04945631316361775,0.05724907063197027,84.30000000000018,55.40000000000009,28.899999999999977,-33.200000000000045,-25.30000000000004,-7.899999999999999,117.5,80.69999999999982,36.799999999999955,0.006240283295906024
2019Italy,4921.0,40453.2,796.8,4336.5,2019,Italy,44789.7,5717.8,50507.5,5133.3,45374.2,0.10163441073107955,0.09681913475642838,0.139354297107279,-146.90000000000146,-235.50000000000728,88.60000000000036,-349.6999999999998,-352.3000000000002,2.599999999999909,202.79999999999563,116.79999999999563,86.0,0.0017491076787011664
2019Latvia,195.39999999999998,1543.6999999999998,16.4,104.4,2019,Latvia,1648.1,211.79999999999998,1859.8999999999999,120.80000000000001,1739.1,0.06494972848002582,0.06334567077240459,0.07743153918791312,-28.600000000000136,-16.600000000000136,-12.000000000000028,-22.5,-13.5,-9.0,-6.100000000000136,-3.1000000000001364,-3.0000000000000284,-0.006354249404289134
2019Lithuania,26.299999999999997,2622.3,0.0,182.2,2019,Lithuania,2804.5,26.299999999999997,2830.8,182.2,2648.6000000000004,0.06436343083227355,0.06496701729363523,0.0,5.600000000000364,-0.5,6.099999999999994,4.399999999999977,4.399999999999977,0.0,1.2000000000007276,-4.899999999999636,6.099999999999994,0.002159139175987539
2019Luxembourg,308.0,266.5,22.799999999999997,11.5,2019,Luxembourg,278.0,330.8,608.8,34.3,574.5,0.056340341655716164,0.04136690647482014,0.06892382103990326,19.199999999999932,11.199999999999989,8.0,1.2999999999999972,-0.3000000000000007,1.5999999999999979,17.899999999999977,11.5,6.399999999999977,0.013568521031207597
2019Malta,114.8,379.79999999999995,5.8,12.0,2019,Malta,391.79999999999995,120.6,512.4,17.8,494.59999999999997,0.03473848555815769,0.03062787136294028,0.04809286898839138,25.39999999999992,7.799999999999898,17.59999999999998,-0.3999999999999986,-0.8000000000000007,0.40000000000000036,25.799999999999898,8.599999999999909,17.19999999999999,0.036139630390143694
2019Montenegro,18.4,456.20000000000005,0.0,85.6,2019,Montenegro,541.8000000000001,18.4,560.2,85.6,474.6,0.15280257051053192,0.15799187892211145,0.0,14.400000000000091,14.400000000000091,0.0,2.1999999999999886,2.1999999999999886,0.0,12.200000000000045,12.200000000000045,0.0,0.0
2019Netherlands,898.8,16294.7,63.0,529.5,2019,Netherlands,16824.2,961.8,17786.0,592.5,17193.5,0.03331271786798606,0.031472521724658524,0.06550218340611354,202.89999999999782,123.29999999999927,79.59999999999991,-76.79999999999995,-76.39999999999998,-0.4000000000000057,279.7000000000007,199.70000000000073,79.99999999999989,0.004527074292929
2019North Macedonia,1.6,1574.6,0.0,332.0,2019,North Macedonia,1906.6,1.6,1908.1999999999998,332.0,1576.1999999999998,0.1739859553505922,0.17413196265603692,0.0,16.59999999999991,15.0,1.6,-64.39999999999998,-64.39999999999998,0.0,81.0,79.40000000000009,1.6,0.0008458447874814972
2019Norway,630.8,4599.799999999999,50.7,154.5,2019,Norway,4754.299999999999,681.5,5435.799999999999,205.2,5230.599999999999,0.037749733249935614,0.032496897545379974,0.0743947175348496,54.100000000000364,22.600000000000364,31.5,-5.200000000000017,-0.9000000000000057,-4.299999999999997,59.30000000000018,23.5,35.799999999999955,0.005853169072969509
2019Poland,219.0,31969.4,7.0,1097.0,2019,Poland,33066.4,226.0,33292.4,1104.0,32188.4,0.03316072136583725,0.033175670771538476,0.030973451327433628,-281.59999999999854,-304.6999999999971,23.100000000000023,-203.20000000000005,-204.5,1.2999999999999998,-78.39999999999782,-100.19999999999709,21.80000000000001,0.000688032406028475
2019Portugal,307.1,8998.6,40.6,627.8,2019,Portugal,9626.4,347.70000000000005,9974.1,668.4,9305.7,0.06701356513369627,0.0652164879913571,0.1167673281564567,21.600000000000364,-52.399999999999636,74.0,-54.100000000000136,-63.600000000000136,9.5,75.70000000000073,11.200000000000728,64.5,0.007435317759356946
2019Romania,0.0,16804.8,0.0,705.0,2019,Romania,17509.8,0.0,17509.8,705.0,16804.8,0.04026316691224343,0.04026316691224343,,-9.200000000000728,7.899999999997817,-17.1,-52.60000000000002,-52.60000000000002,0.0,43.39999999999782,60.49999999999636,-17.1,-0.0009760831097665393
2019Serbia,8.6,5457.6,0.0,668.4,2019,Serbia,6126.0,8.6,6134.6,668.4,5466.200000000001,0.10895575913670003,0.10910871694417237,0.0,-56.49999999999909,-52.69999999999982,-3.8000000000000007,-151.89999999999998,-151.89999999999998,0.0,95.40000000000146,99.20000000000073,-3.8000000000000007,-0.0006137843032740549
2019Slovakia,11.7,5073.4,0.0,314.6,2019,Slovakia,5388.0,11.7,5399.7,314.6,5085.099999999999,0.058262496064596186,0.05838901262063846,0.0,-21.600000000000364,-21.800000000000182,0.1999999999999993,-42.19999999999999,-42.19999999999999,0.0,20.599999999999454,20.399999999999636,0.1999999999999993,3.6891520484016614e-05
2019Slovenia,99.2,1840.2,7.499999999999999,83.80000000000001,2019,Slovenia,1924.0,106.7,2030.7,91.30000000000001,1939.4,0.04495986605603979,0.043555093555093564,0.07029053420805997,1.2999999999999545,-5.2000000000000455,6.500000000000014,-14.299999999999983,-14.199999999999989,-0.10000000000000053,15.600000000000136,9.0,6.6000000000000085,0.0032029171183601134
2019Spain,4758.799999999999,34377.1,1198.9,5272.0,2019,Spain,39649.1,5957.699999999999,45606.799999999996,6470.9,39135.899999999994,0.14188454353298194,0.132966448166541,0.20123537606794573,393.6999999999971,41.19999999999709,352.4999999999991,-469.5000000000009,-442.40000000000055,-27.09999999999991,863.1999999999971,483.59999999999854,379.59999999999945,0.00779641298650168
2019Sweden,762.6,9098.6,192.8,534.2,2019,Sweden,9632.800000000001,955.4000000000001,10588.2,727.0,9861.2,0.06866133998224438,0.0554563574453949,0.20180029307096503,113.89999999999964,22.399999999999636,91.5,57.299999999999955,47.00000000000006,10.300000000000011,56.600000000000364,-24.600000000000364,81.19999999999993,0.008735667299962765
2019Switzerland,2433.4,6622.0,198.0,230.90000000000003,2019,Switzerland,6852.9,2631.4,9484.3,428.90000000000003,9055.4,0.04522210389802095,0.03369376468356463,0.07524511666793342,45.69999999999891,11.699999999999818,34.0,-31.099999999999966,-14.499999999999943,-16.599999999999994,76.79999999999927,26.199999999999818,50.59999999999991,0.003602229144152734
2019Turkey,0.0,0.0,0.0,0.0,2019,Turkey,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019United Kingdom,7225.6,55538.6,342.2,2155.5,2019,United Kingdom,57694.1,7567.8,65261.9,2497.7,62764.2,0.03827194733833982,0.03736083932325836,0.04521789687888157,379.90000000000146,125.90000000000146,254.0,-162.0999999999999,-166.69999999999982,4.599999999999966,542.0,292.59999999999854,249.40000000000055,0.003914799173884899
