dep,date,month,tx_incid
03,2020-11-09,2020-11,507.37213829739096
03,2020-11-10,2020-11,489.564311908607
03,2020-11-11,2020-11,403.845283189714
03,2020-11-12,2020-11,418.634833919382
03,2020-11-13,2020-11,401.73249022833295
03,2020-11-14,2020-11,383.019181141814
03,2020-11-15,2020-11,381.510043312256
03,2020-11-16,2020-11,331.10483980501897
03,2020-11-17,2020-11,284.321567088722
03,2020-11-18,2020-11,306.65680696617994
03,2020-11-19,2020-11,247.49860404750802
03,2020-11-20,2020-11,203.733606990326
03,2020-11-21,2020-11,203.43177942441503
03,2020-11-22,2020-11,205.54457238579602
03,2020-11-23,2020-11,194.376952447067
03,2020-11-24,2020-11,188.64222869474702
03,2020-11-25,2020-11,181.09653954695702
03,2020-11-26,2020-11,170.230747174139
03,2020-11-27,2020-11,168.721609344581
03,2020-11-28,2020-11,162.383230460438
03,2020-11-29,2020-11,163.288713158173
03,2020-11-30,2020-11,160.270437499057
03,2020-12-01,2020-12,149.10281756032802
03,2020-12-02,2020-12,150.310127823974
03,2020-12-03,2020-12,150.611955389886
03,2020-12-04,2020-12,161.175920196792
03,2020-12-05,2020-12,159.96860993314502
03,2020-12-06,2020-12,156.346679142206
03,2020-12-07,2020-12,162.081402894526
03,2020-12-08,2020-12,171.438057437786
03,2020-12-09,2020-12,178.078263887841
03,2020-12-10,2020-12,192.56598705159698
03,2020-12-11,2020-12,180.492884415134
03,2020-12-12,2020-12,186.831263299277
03,2020-12-13,2020-12,187.43491843110002
03,2020-12-14,2020-12,203.43177942441503
03,2020-12-15,2020-12,206.751882649442
03,2020-12-16,2020-12,214.90122692905499
03,2020-12-17,2020-12,225.16336417005002
03,2020-12-18,2020-12,244.17850082247998
03,2020-12-19,2020-12,258.364396420325
03,2020-12-20,2020-12,269.532016359054
03,2020-12-21,2020-12,276.474050375021
03,2020-12-22,2020-12,288.24532544557303
03,2020-12-23,2020-12,288.848980577396
03,2020-12-24,2020-12,273.153947149993
03,2020-12-25,2020-12,230.596260356458
